country,activity,year,month,date,state,region,district,school_type,treatment,treat_phase,urban,student_id,grade,level,female,class_size,multigrade,age,language,clpm,clspm,csspm,cwpm,cnonwpm,unt_orf,orf,letter_score,letter_score_pcnt,letter_time_remain,letter_attempted,letter_attempted_pcnt,letter_sound_score,letter_sound_score_pcnt,letter_sound_time_remain,letter_sound_attempted,letter_sound_attempted_pcnt,fam_word_score,fam_word_score_pcnt,fam_word_time_remain,fam_word_attempted,fam_word_attempted_pcnt,oral_read_score,oral_read_score_pcnt,oral_read_time_remain,oral_read_attempted,oral_read_attempted_pcnt,read_comp_score,read_comp_score_pcnt,read_comp_attempted,read_comp_attempted_pcnt,unt_oral_read_score,unt_oral_read_score_pcnt,unt_oral_read_time_remain,unt_oral_read_attempted,unt_oral_read_attempted_pcnt,unt_read_comp_score,unt_read_comp_score_pcnt,unt_read_comp_attempted,unt_read_comp_attempted_pcnt,list_comp_score,list_comp_score_pcnt,list_comp_attempted,list_comp_attempted_pcnt,pa_num_sound_score,pa_num_sound_score_pcnt,pa_num_sound_attempted,pa_num_sound_attempted_pcnt,pa_phon_sound_score,pa_phon_sound_score_pcnt,pa_phon_sound_attempted,pa_phon_sound_attempted_pcnt,pa_diff_init_sound_score,pa_diff_init_sound_score_pcnt,pa_diff_init_sound_attempted,pa_diff_init_sound_attempted_pcnt,pa_init_sound_score,pa_init_sound_score_pcnt,pa_init_sound_attempted,pa_init_sound_attempted_pcnt,syllable_sound_score,syllable_sound_score_pcnt,syllable_sound_time_remain,syllable_sound_attempted,syllable_sound_attempted_pcnt,vocab_word_score,vocab_word_attempted,eq_orf,eq_oral_read_score,eq_oral_read_score_pcnt,eq_oral_read_attempted,eq_oral_read_attempted_pcnt,final_weight,strata1,strata2,strata3,strata4,strata5,fpc1,fpc2,fpc3,fpc4,fpc5,su1,su2,su3,su4,su5,wt1,wt2,wt3,wt4,wt5,cot_score,cot_attempted,cot_attempted_pcnt,invent_word_score,invent_word_score_pcnt,invent_word_time_remain,invent_word_attempted,invent_word_attempted_pcnt,eq_read_comp_score,eq_read_comp_score_pcnt,eq_read_comp_attempted,eq_read_comp_attempted_pcnt,cohort,intervention,encrypted_school_code
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050129,3,,Female,,,9,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,0,0,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050130,3,,Female,,,9,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050131,3,,Male,,,8,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050132,3,,Male,,,10,Sidamigna,90,,,49,43,,35,90,,0,,,,,,,,49,,,,,35,,,,,2,40,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,43,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050133,3,,Male,,,10,Sidamigna,100,,,50,45,,26,100,,0,,,,,,,,50,,,,,26,,,,,2,40,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,45,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050134,3,,Male,,,10,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,2,40,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050135,3,,Male,,,10,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050136,3,,Male,,,9,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050137,3,,Male,,,10,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050138,3,,Male,,,10,Sidamigna,96,,,47,29,,36,96,,0,,,,,,,,47,,,,,36,,,,,2,40,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,29,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050139,3,,Male,,,7,Sidamigna,97,,,48,42,,40,97,,0,,,,,,,,48,,,,,40,,,,,3,60,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,42,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,CRC,Full treatment,Endline,,702050140,3,,Male,,,9,Sidamigna,72,,,17,13,,12,72,,0,,,,,,,,17,,,,,12,,,,,1,20,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,13,,0,,,,,,,,,8bdfcde2b2f85d9b50d790a77f81ccaa
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050201,2,,Female,,,9,Sidamigna,97,,,49,37,,41,97,,0,,,,,,,,49,,,,,41,,,,,2,40,,,,,,,,,,,,2,40,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,37,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050202,2,,Female,,,8,Sidamigna,2,,,0,0,,0,2,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,5,50,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050203,2,,Female,,,10,Sidamigna,2,,,0,0,,0,2,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050204,2,,Female,,,6,Sidamigna,8,,,0,0,,0,8,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,2,40,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050205,2,,Female,,,7,Sidamigna,20,,,0,0,,0,20,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,2,40,,,,,,,7,70,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050206,2,,Female,,,7,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050207,2,,Female,,,7,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050208,2,,Female,,,9,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,2,40,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050209,2,,Female,,,7,Sidamigna,41,,,20,21,,8,41,,0,,,,,,,,20,,,,,8,,,,,1,20,,,,,,,,,,,,2,40,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,21,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050210,2,,Female,,,7,Sidamigna,88,,,17,12,,7,88,,0,,,,,,,,17,,,,,7,,,,,1,20,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,12,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050211,2,,Male,,,9,Sidamigna,99,,,36,24,,13,99,,0,,,,,,,,36,,,,,13,,,,,1,20,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,24,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050212,2,,Male,,,9,Sidamigna,42,,,0,0,,0,42,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050213,2,,Male,,,10,Sidamigna,4,,,0,0,,0,4,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,0,0,,,,,,,8,80,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050214,2,,Male,,,9,Sidamigna,51,,,0,0,,0,51,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050215,2,,Male,,,8,Sidamigna,5,,,0,0,,0,5,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,8,80,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050216,2,,Female,,,9,Sidamigna,65,,,43,29,,21,65,,0,,,,,,,,43,,,,,21,,,,,2,40,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,29,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050217,2,,Male,,,9,Sidamigna,29,,,0,0,,0,29,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,3,60,,,,,,,6,60,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050218,2,,Male,,,7,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,2,40,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050219,2,,Male,,,8,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050220,2,,Male,,,8,Sidamigna,100,,,50,48,,22,100,,0,,,,,,,,50,,,,,22,,,,,2,40,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,48,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050221,3,,Female,,,9,Sidamigna,18,,,0,0,,0,18,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050222,3,,Female,,,10,Sidamigna,45,,,0,0,,0,45,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,3,60,,,,,,,8,80,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050223,3,,Female,,,10,Sidamigna,19,,,0,0,,0,19,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,3,60,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050224,3,,Female,,,9,Sidamigna,58,,,0,0,,0,58,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,5,100,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050225,3,,Female,,,10,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,3,60,,,,,,,6,60,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050226,3,,Female,,,9,Sidamigna,21,,,0,0,,0,21,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050227,3,,Female,,,9,Sidamigna,61,,,0,0,,0,61,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050228,3,,Female,,,9,Sidamigna,42,,,0,0,,0,42,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,5,100,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050229,3,,Female,,,9,Sidamigna,100,,,47,43,,44,100,,0,,,,,,,,47,,,,,44,,,,,3,60,,,,,,,,,,,,5,100,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,43,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050230,3,,Male,,,9,Sidamigna,88,,,24,18,,24,88,,0,,,,,,,,24,,,,,24,,,,,1,20,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,18,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050231,3,,Male,,,11,Sidamigna,98,,,50,48,,53,98,,0,,,,,,,,50,,,,,53,,,,,4,80,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,48,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050232,3,,Male,,,10,Sidamigna,85,,,43,26,,23,85,,0,,,,,,,,43,,,,,23,,,,,2,40,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,26,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050233,3,,Male,,,9,Sidamigna,97,,,0,47,,27,97,,0,,,,,,,,0,,,,,27,,,,,2,40,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,47,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050234,3,,Male,,,9,Sidamigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,6,60,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050235,3,,Male,,,10,Sidamigna,83,,,37,26,,8,83,,0,,,,,,,,37,,,,,8,,,,,0,0,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,26,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050236,3,,Female,,,8,Sidamigna,100,,,48,30,,9,100,,0,,,,,,,,48,,,,,9,,,,,1,20,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,30,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050237,3,,Male,,,15,Sidamigna,14,,,0,0,,0,14,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050238,3,,Male,,,8,Sidamigna,63,,,0,0,,0,63,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,2,40,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050239,3,,Male,,,10,Sidamigna,86,,,50,36,,29,86,,0,,,,,,,,50,,,,,29,,,,,2,40,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,36,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050240,3,,Male,,,10,Sidamigna,98,,,49,38,,35,98,,0,,,,,,,,49,,,,,35,,,,,2,40,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,38,,0,,,,,,,,,546fe5f70912b72e20972738b0ac4a3b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050301,2,,Female,,,8,Sidamigna,8,,,0,0,,0,8,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,c20d2c411128c184d0707ed2d7fb4ad2
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050302,2,,Female,,,8,Sidamigna,6,,,0,0,,0,6,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,7,70,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,c20d2c411128c184d0707ed2d7fb4ad2
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050303,2,,Female,,,8,Sidamigna,15,,,0,0,,0,15,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,8,80,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,c20d2c411128c184d0707ed2d7fb4ad2
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Satellite,Full treatment,Endline,,702050304,2,,Female,,,8,Sidamigna,9,,,0,0,,0,9,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,c20d2c411128c184d0707ed2d7fb4ad2
