country,activity,year,month,date,state,region,district,school_type,treatment,treat_phase,urban,student_id,grade,level,female,class_size,multigrade,age,language,clpm,clspm,csspm,cwpm,cnonwpm,unt_orf,orf,letter_score,letter_score_pcnt,letter_time_remain,letter_attempted,letter_attempted_pcnt,letter_sound_score,letter_sound_score_pcnt,letter_sound_time_remain,letter_sound_attempted,letter_sound_attempted_pcnt,fam_word_score,fam_word_score_pcnt,fam_word_time_remain,fam_word_attempted,fam_word_attempted_pcnt,oral_read_score,oral_read_score_pcnt,oral_read_time_remain,oral_read_attempted,oral_read_attempted_pcnt,read_comp_score,read_comp_score_pcnt,read_comp_attempted,read_comp_attempted_pcnt,unt_oral_read_score,unt_oral_read_score_pcnt,unt_oral_read_time_remain,unt_oral_read_attempted,unt_oral_read_attempted_pcnt,unt_read_comp_score,unt_read_comp_score_pcnt,unt_read_comp_attempted,unt_read_comp_attempted_pcnt,list_comp_score,list_comp_score_pcnt,list_comp_attempted,list_comp_attempted_pcnt,pa_num_sound_score,pa_num_sound_score_pcnt,pa_num_sound_attempted,pa_num_sound_attempted_pcnt,pa_phon_sound_score,pa_phon_sound_score_pcnt,pa_phon_sound_attempted,pa_phon_sound_attempted_pcnt,pa_diff_init_sound_score,pa_diff_init_sound_score_pcnt,pa_diff_init_sound_attempted,pa_diff_init_sound_attempted_pcnt,pa_init_sound_score,pa_init_sound_score_pcnt,pa_init_sound_attempted,pa_init_sound_attempted_pcnt,syllable_sound_score,syllable_sound_score_pcnt,syllable_sound_time_remain,syllable_sound_attempted,syllable_sound_attempted_pcnt,vocab_word_score,vocab_word_attempted,eq_orf,eq_oral_read_score,eq_oral_read_score_pcnt,eq_oral_read_attempted,eq_oral_read_attempted_pcnt,final_weight,strata1,strata2,strata3,strata4,strata5,fpc1,fpc2,fpc3,fpc4,fpc5,su1,su2,su3,su4,su5,wt1,wt2,wt3,wt4,wt5,cot_score,cot_attempted,cot_attempted_pcnt,invent_word_score,invent_word_score_pcnt,invent_word_time_remain,invent_word_attempted,invent_word_attempted_pcnt,eq_read_comp_score,eq_read_comp_score_pcnt,eq_read_comp_attempted,eq_read_comp_attempted_pcnt,cohort,intervention,encrypted_school_code
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Tigray,,Control,Control,Endline,,102010516,2,,Male,,,8,Tigrigna,53,,,27,17,,23,53,,0,,,,,,,,27,,0,,,23,,0,,,0,0,,,,,,,,,,,,4,80,,,,,,,8,80,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,,,,,,,,9e1dcdc2ea2a69c8d5a56f54e05988a4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Tigray,,Control,Control,Endline,,102010517,2,,Male,,,8,Tigrigna,49,,,16,12,,6,49,,0,,,,,,,,16,,0,,,6,,0,,,0,0,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,12,,0,,,,,,,,,9e1dcdc2ea2a69c8d5a56f54e05988a4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Tigray,,Control,Control,Endline,,102010518,2,,Male,,,9,Tigrigna,59,,,34,16,,21,59,,0,,,,,,,,34,,0,,,21,,0,,,1,20,,,,,,,,,,,,2,40,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,16,,0,,,,,,,,,9e1dcdc2ea2a69c8d5a56f54e05988a4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,Satellite,Full treatment,Endline,,301020205,2,,Female,,,9,Amharic,36,,,12,9,,8,36,,0,,,,,,,,12,,,,,8,,,,,1,20,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,9,,0,,,,,,,,,90c28553a33392e41e94493fda7414ec
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,Satellite,Full treatment,Endline,,301020206,2,,Female,,,10,Amharic,26,,,9,4,,11,26,,0,,,,,,,,9,,,,,11,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,4,,0,,,,,,,,,90c28553a33392e41e94493fda7414ec
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,Satellite,Full treatment,Endline,,301020207,2,,Female,,,12,Amharic,13,,,0,0,,0,13,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,90c28553a33392e41e94493fda7414ec
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,CRC,Full treatment,Endline,,303030114,2,,Male,,,10,Amharic,78,,,50,36,,29,78,,0,,,,,,,,50,,,,,29,,,,,1,20,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,36,,0,,,,,,,,,84a7d51716ad4bdd3978ed89fe806126
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,CRC,Full treatment,Endline,,303030115,2,,Male,,,15,Amharic,99,,,29,19,,21,99,,,,,,,,,,29,,,,,21,,,,,2,40,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,19,,0,,,,,,,,,84a7d51716ad4bdd3978ed89fe806126
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,CRC,Full treatment,Endline,,303030116,2,,Male,,,7,Amharic,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,84a7d51716ad4bdd3978ed89fe806126
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Linkage,Full treatment,Endline,,402010122,3,,Female,,,10,Afaan Oromo,60,,,19,15,,12,60,,0,,,,,,,,19,,0,,,12,,0,,,2,40,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,15,,0,,,,,,,,,51af6b79a0c26f62cdd704efd3d1a8f6
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Linkage,Full treatment,Endline,,402010123,3,,Female,,,9,Afaan Oromo,50,,,18,15,,11,50,,0,,,,,,,,18,,0,,,11,,0,,,1,20,,,,,,,,,,,,4,80,,,,,,,7,70,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,15,,0,,,,,,,,,51af6b79a0c26f62cdd704efd3d1a8f6
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Linkage,Full treatment,Endline,,402010124,3,,Female,,,10,Afaan Oromo,83,,,47,26,,59,83,,0,,,,,,,,47,,0,,,59,,0,,,5,100,,,,,,,,,,,,5,100,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,26,,0,,,,,,,,,51af6b79a0c26f62cdd704efd3d1a8f6
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,CRC,Full treatment,Endline,,406010101,2,,Female,,,9,Afaan Oromo,42,,,21,14,,16,42,,0,,,,,,,,21,,0,,,16,,,,,2,40,,,,,,,,,,,,4,80,,,,,,,8,80,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,14,,0,,,,,,,,,e727b30e28e893e433343f40d30ad1ad
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,CRC,Full treatment,Endline,,406010102,2,,Female,,,8,Afaan Oromo,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,5,100,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,e727b30e28e893e433343f40d30ad1ad
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,CRC,Full treatment,Endline,,406010103,2,,Female,,,9,Afaan Oromo,53,,,33,23,,29,53,,0,,,,,,,,33,,0,,,29,,0,,,0,0,,,,,,,,,,,,0,0,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,23,,0,,,,,,,,,e727b30e28e893e433343f40d30ad1ad
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Satellite,Full treatment,Endline,,408010308,2,,Female,,,11,Afaan Oromo,67,,,0,0,,0,67,,0,,,,,,,,0,,0,,,0,,,,,0,0,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,fbe531e54973ae19cc3ad2bf0b25ebe4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Satellite,Full treatment,Endline,,408010309,2,,Female,,,12,Afaan Oromo,58,,,17,14,,16,58,,0,,,,,,,,17,,0,,,16,,0,,,0,0,,,,,,,,,,,,5,100,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,14,,0,,,,,,,,,fbe531e54973ae19cc3ad2bf0b25ebe4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Satellite,Full treatment,Endline,,408010310,2,,Female,,,12,Afaan Oromo,55,,,7,9,,3,55,,0,,,,,,,,7,,0,,,3,,0,,,0,0,,,,,,,,,,,,3,60,,,,,,,6,60,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,9,,0,,,,,,,,,fbe531e54973ae19cc3ad2bf0b25ebe4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Somali,,CRC,Full treatment,Endline,,501020318,2,,Female,,,8,Somaligna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,1,20,,,,,,,,,,,,0,0,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,3d97a8a5b86e40ce25272f95ad221c2d
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Somali,,CRC,Full treatment,Endline,,501020319,2,,Male,,,14,Somaligna,88,,,39,38,,38,88,,0,,,,,,,,39,,,,,38,,,,,3,60,,,,,,,,,,,,3,60,,,,,,,7,70,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,38,,0,,,,,,,,,3d97a8a5b86e40ce25272f95ad221c2d
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Somali,,CRC,Full treatment,Endline,,501020320,2,,Male,,,10,Somaligna,71,,,39,38,,52,71,,0,,,,,,,,39,,,,,52,,,,,4,80,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,38,,0,,,,,,,,,3d97a8a5b86e40ce25272f95ad221c2d
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Benshangul Gumuz,,CRC,Full treatment,Endline,,601030111,2,,Female,,,10,Amharic,81,,,43,26,,32,81,,0,,,,,,,,43,,0,,,32,,0,,,1,20,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,26,,0,,,,,,,,,609cce2de87f735e7e292bdcfe02bf3f
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Benshangul Gumuz,,CRC,Full treatment,Endline,,601030112,2,,Female,,,7,Amharic,66,,,35,18,,31,66,,0,,,,,,,,35,,0,,,31,,0,,,3,60,,,,,,,,,,,,4,80,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,18,,0,,,,,,,,,609cce2de87f735e7e292bdcfe02bf3f
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Benshangul Gumuz,,CRC,Full treatment,Endline,,601030113,2,,Female,,,8,Amharic,33,,,18,0,,6,33,,0,,,,,,,,18,,0,,,6,,0,,,0,0,,,,,,,,,,,,2,40,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,609cce2de87f735e7e292bdcfe02bf3f
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Linkage,Full treatment,Endline,,701010233,3,,Female,,,9,Sidamigna,27,,,0,0,,0,27,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,5,50,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,e8171b3852a9e2a9fae4f1f872a14efd
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Linkage,Full treatment,Endline,,701010234,3,,Female,,,8,Sidamigna,34,,,1,0,,0,34,,0,,,,,,,,1,,0,,,0,,,,,0,0,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,e8171b3852a9e2a9fae4f1f872a14efd
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Linkage,Full treatment,Endline,,701010235,3,,Female,,,9,Sidamigna,78,,,52.63158035,53.57143021,,45,78,,0,,,,,,,,50,,3,,,45,,,,,3,60,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,50,,4,,,,,,,,,e8171b3852a9e2a9fae4f1f872a14efd
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Control,Control,Endline,,702030401,2,,Female,,,8,Sidamigna,28,,,0,0,,0,28,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,0,0,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,be9c8b81f6a6d54999d4e9b6d33d2a30
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Control,Control,Endline,,702030402,2,,Female,,,7,Sidamigna,45,,,0,0,,0,45,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,be9c8b81f6a6d54999d4e9b6d33d2a30
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,SNNP (Sidama),,Control,Control,Endline,,702030403,2,,Male,,,10,Sidamigna,62,,,14,8,,5,62,,0,,,,,,,,14,,0,,,5,,0,,,0,0,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,8,,0,,,,,,,,,be9c8b81f6a6d54999d4e9b6d33d2a30
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Tigray,,Control,Control,Endline,,101020502,2,,Female,,,8,Tigrigna,13,,,2,8,,0,13,,0,,,,,,,,2,,0,,,0,,0,,,0,0,,,,,,,,,,,,5,100,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,8,,0,,,,,,,,,b5f78ba19c6d1c23a65845e4c1561d5b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Tigray,,Control,Control,Endline,,101020503,2,,Female,,,8,Tigrigna,9,,,0,0,,0,9,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,b5f78ba19c6d1c23a65845e4c1561d5b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Tigray,,Control,Control,Endline,,101020504,2,,Female,,,8,Tigrigna,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,2,40,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,b5f78ba19c6d1c23a65845e4c1561d5b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Tigray,,Control,Control,Endline,,102010519,2,,Male,,,8,Tigrigna,51,,,39,29,,32,51,,0,,,,,,,,39,,0,,,32,,0,,,0,0,,,,,,,,,,,,0,0,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,29,,0,,,,,,,,,9e1dcdc2ea2a69c8d5a56f54e05988a4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Tigray,,Control,Control,Endline,,102010520,2,,Male,,,9,Tigrigna,82,,,39,20,,31,82,,0,,,,,,,,39,,0,,,31,,0,,,2,40,,,,,,,,,,,,3,60,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,20,,0,,,,,,,,,9e1dcdc2ea2a69c8d5a56f54e05988a4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Tigray,,Control,Control,Endline,,102010521,3,,Female,,,9,Tigrigna,34,,,21,0,,8,34,,0,,,,,,,,21,,0,,,8,,0,,,0,0,,,,,,,,,,,,4,80,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,9e1dcdc2ea2a69c8d5a56f54e05988a4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,Satellite,Full treatment,Endline,,301020208,2,,Female,,,10,Amharic,60,,,31,23,,28,60,,0,,,,,,,,31,,,,,28,,,,,1,20,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,23,,0,,,,,,,,,90c28553a33392e41e94493fda7414ec
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,Satellite,Full treatment,Endline,,301020209,2,,Female,,,10,Amharic,63,,,37,23,,26,63,,0,,,,,,,,37,,,,,26,,,,,2,40,,,,,,,,,,,,3,60,,,,,,,8,80,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,23,,0,,,,,,,,,90c28553a33392e41e94493fda7414ec
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,Satellite,Full treatment,Endline,,301020210,2,,Female,,,8,Amharic,67,,,35,16,,27,67,,0,,,,,,,,35,,,,,27,,,,,2,40,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,16,,0,,,,,,,,,90c28553a33392e41e94493fda7414ec
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,CRC,Full treatment,Endline,,303030117,2,,Male,,,10,Amharic,60,,,35,27,,51,60,,0,,,,,,,,35,,,,,51,,,,,1,20,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,27,,0,,,,,,,,,84a7d51716ad4bdd3978ed89fe806126
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,CRC,Full treatment,Endline,,303030118,2,,Male,,,12,Amharic,58,,,52.63158035,45,,55,58,,0,,,,,,,,50,,3,,,55,,,,,3,60,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,45,,0,,,,,,,,,84a7d51716ad4bdd3978ed89fe806126
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Amhara,,CRC,Full treatment,Endline,,303030119,2,,Male,,,14,Amharic,103.4482727,,,50,38,,51,100,,2,,,,,,,,50,,,,,51,,,,,4,80,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,38,,0,,,,,,,,,84a7d51716ad4bdd3978ed89fe806126
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Linkage,Full treatment,Endline,,402010125,3,,Female,,,11,Afaan Oromo,50,,,18,14,,14,50,,0,,,,,,,,18,,0,,,14,,0,,,1,20,,,,,,,,,,,,4,80,,,,,,,7,70,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,14,,0,,,,,,,,,51af6b79a0c26f62cdd704efd3d1a8f6
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Linkage,Full treatment,Endline,,402010126,3,,Female,,,9,Afaan Oromo,28,,,0,0,,0,28,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,4,80,,,,,,,5,50,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,51af6b79a0c26f62cdd704efd3d1a8f6
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Linkage,Full treatment,Endline,,402010127,3,,Female,,,10,Afaan Oromo,66,,,30,20,,30,66,,0,,,,,,,,30,,0,,,30,,0,,,2,40,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,20,,0,,,,,,,,,51af6b79a0c26f62cdd704efd3d1a8f6
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,CRC,Full treatment,Endline,,406010104,2,,Female,,,13,Afaan Oromo,32,,,11,11,,17,32,,0,,,,,,,,11,,0,,,17,,0,,,2,40,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,11,,0,,,,,,,,,e727b30e28e893e433343f40d30ad1ad
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,CRC,Full treatment,Endline,,406010105,2,,Female,,,9,Afaan Oromo,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,1,20,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,e727b30e28e893e433343f40d30ad1ad
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,CRC,Full treatment,Endline,,406010106,2,,Female,,,9,Afaan Oromo,64,,,16,12,,16,64,,0,,,,,,,,16,,0,,,16,,,,,0,0,,,,,,,,,,,,5,100,,,,,,,6,60,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,12,,0,,,,,,,,,e727b30e28e893e433343f40d30ad1ad
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Satellite,Full treatment,Endline,,408010311,2,,Male,,,10,Afaan Oromo,55,,,0,0,,0,55,,0,,,,,,,,0,,0,,,0,,0,,,0,0,,,,,,,,,,,,1,20,,,,,,,7,70,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,fbe531e54973ae19cc3ad2bf0b25ebe4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Satellite,Full treatment,Endline,,408010312,2,,Male,,,10,Afaan Oromo,30,,,0,0,,0,30,,0,,,,,,,,0,,0,,,0,,0,,,0,0,,,,,,,,,,,,3,60,,,,,,,3,30,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,fbe531e54973ae19cc3ad2bf0b25ebe4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Oromia,,Satellite,Full treatment,Endline,,408010313,2,,Male,,,9,Afaan Oromo,62,,,32,21,,23,62,,0,,,,,,,,32,,0,,,23,,0,,,2,40,,,,,,,,,,,,5,100,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,21,,0,,,,,,,,,fbe531e54973ae19cc3ad2bf0b25ebe4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Somali,,CRC,Full treatment,Endline,,501020321,3,,Female,,,10,Somaligna,65,,,18,0,,36,65,,0,,,,,,,,18,,,,,36,,,,,3,60,,,,,,,,,,,,3,60,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,3d97a8a5b86e40ce25272f95ad221c2d
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Somali,,CRC,Full treatment,Endline,,501020322,3,,Male,,,15,Somaligna,72,,,36,21,,54,72,,0,,,,,,,,36,,,,,54,,,,,4,80,,,,,,,,,,,,2,40,,,,,,,9,90,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,21,,0,,,,,,,,,3d97a8a5b86e40ce25272f95ad221c2d
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Somali,,CRC,Full treatment,Endline,,501020323,3,,Male,,,10,Somaligna,74,,,29,30,,52,74,,0,,,,,,,,29,,,,,52,,,,,3,60,,,,,,,,,,,,5,100,,,,,,,7,70,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,30,,0,,,,,,,,,3d97a8a5b86e40ce25272f95ad221c2d
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Benshangul Gumuz,,CRC,Full treatment,Endline,,601030114,2,,Female,,,9,Amharic,45,,,22,17,,13,45,,0,,,,,,,,22,,0,,,13,,0,,,0,0,,,,,,,,,,,,4,80,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,,,,,,,,609cce2de87f735e7e292bdcfe02bf3f
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2014,May,,,Benshangul Gumuz,,CRC,Full treatment,Endline,,601030115,2,,Female,,,10,Amharic,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,609cce2de87f735e7e292bdcfe02bf3f
